Row,Flag,Question,Answer,Category,Reason
1404,#redflag,The County expects to conduct Penetration Testing and Vulnerability Scanning. Penetration Testing will require participation by the Contractor to resolve issues identified during the testing. ,?This is limited to web/app scans on customer side of firewall. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1405,#redflag,"All access logs and signed visitor logs shall be retained for at least five (5) years in an easily accessible format. Reports of all failed logins shall be followed-up, verified, and documented by the",?30 Minute Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
1406,#redflag,"PenaltiesThe Vendor shall create and maintain security controls and services listed under the security requirements section at all times. Failure to deliver the security controls and services, includi",?Penalties/Damages,ACCURATE,Aligns with CMDT and Spring '26 docs
1407,#yellowflag,"Record RetentionIn addition to Section 40.26, Access to Records:The Contractor agrees to maintain all records pertaining to this Contract for a period of not less than three (3) years after all matter",?Partner should develop a process to archive/export Salesforce data to meet the three year requirement as data does not persist in Salesforce after termination. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1408,#redflag,The Cabinet shall have an unfiltered copy of the application vulnerability assessment as generated by the tools within five (5) working days of its execution. The Solution Provider/Vendor shall provid,?We do not provide unredacted (unfiltered) authorization packages to customers and specifically S&amp;L customers. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1409,#redflag,"The presentation layer shall be accessible to persons with disabilities by complying with the American?s with Disabilities Act (ADA) mandates in listed in the Rehabilitation Act of 1972, Section 508, ",?508 / WCAG,ACCURATE,Aligns with CMDT and Spring '26 docs
1410,#redflag,"The Solution Provide/Vendor shall cooperate with any Third-Party Vendor (TPV) that the Commonwealth engages to complete a Certification and Accreditation of the system controls prior to go-live, in ac",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1411,#yellowflag,"The Vendor/Solution Provider staff shall include well-qualified security experts such as certified security architects, certified penetration testers, compliance resources, incident response resources",?Customer Security Staff Augmentation ,ACCURATE,Aligns with CMDT and Spring '26 docs
1414,#redflag,"Attch J - The Vendor shall create and maintain security controls and services listed in this RFP at all times.Penalty: Failure to deliver the security controls and services, including but not limited ",?We cannot agree to this. Damages,ACCURATE,Aligns with CMDT and Spring '26 docs
1418,#yellowflag,Compliance with Industry Accepted Reporting Standards Based on Trust Service Principles and Criteria The vendor must employ comprehensive risk and threat management controls based on defined industry ,"?As we are not the data controllers, we do not perform SOC2 for Integrity and Privacy. The data controller (customers) would need to assess their processes, configurations, and implemented services to support these items. Would just give standard SOC2 response for this and address Integrity/Privacy ",ACCURATE,Aligns with CMDT and Spring '26 docs
1419,#redflag,"Failure to deliver the security controls and services, including, but not limited to, services as listed under Section 30.25, Security Services, shall result in a penalty of five thousand dollars ($5,",?Liquidated Damages,ACCURATE,Aligns with CMDT and Spring '26 docs
1420,#redflag,"System Vulnerability and Security Assessments The Commonwealth reserves the right to conduct, in collaboration with the vendor, non-invasive vulnerability and security assessments of the software and ",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1421,#redflag,"The system shall be considered accessible and user friendly for all users, adhering to the Americans with Disabilities Act (ADA) compliance requirements in Section 508 of the Rehabilitation Act of 197",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1422,#redflag,"The vendor must comply with all security policies and procedures of KYOVR, COT and OTS. KYOVR reserves the right to require background checks and security clearances for vendor staff and any staff of ",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
1423,#redflag,Use the most updated Secure Socket Layer (SSL) available to safeguard the security of internet transactions. ,"?Latest TLS version is 1.3, which we do not current deploy.",ACCURATE,Aligns with CMDT and Spring '26 docs
1424,#redflag,"30.6 -System Vulnerability and Security Assessments The Commonwealth reserves the right to conduct, in collaboration with the vendor, non-invasive vulnerability and security assessments of the softwar",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1425,#redflag,Pg 75 - Item 8 ,?Damages associated with the Security Plan / Security Controls. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1426,#redflag,SLA-001 ,?3 9s,ACCURATE,Aligns with CMDT and Spring '26 docs
1427,#redflag,SLA-004 - ,?No Data Loss - 0 RPO,ACCURATE,Aligns with CMDT and Spring '26 docs
1428,#redflag,"Upon conclusion of an investigation of a security breach of Personal Information as required by KRS 61.933, the vendor hereby agrees to an apportionment of the costs of the notification, investigation",?Blanket/General request for damages here. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1431,#redflag,Monitoring Requirements for On Premise and Cloud (SaaS) Vendor shall work with the Agency and COT to establish a monitoring solution. Vendors shall provide a view into their environment either by prov,?Customers cannot install monitoring applications on the platform services. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1432,#redflag,"Section 508 Compliance All user interfaces to the solution(s) provided, shall be warranted by the vendor to comply with Section 508 of the Rehabilitation Act of 1973 (29 U.S.C. 794d) and the World Wid",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1433,#redflag,"The Commonwealth reserves the right to conduct, in collaboration with the vendor, non-invasive vulnerability and security assessments of the software and infrastructure used to provide services prior ",?Right to Audit at Infrastructure Level. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1434,#redflag,"The Commonwealth reserves the right to conduct Privacy assessments of the collection, use, maintenance and sharing of Commonwealth data by any vendor services, software, and infrastructure used to pro",?Right to Audit at Infrastructure Level ,ACCURATE,Aligns with CMDT and Spring '26 docs
1435,#yellowflag,Vendor shall include a Web Application Firewall when application houses any data classified as sensitive or higher as defined in KITS standards. ,?We do not implement WAFs. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1436,#yellowflag,Vendor shall provide notifications to the Commonwealth Service Desk for unplanned outages within 5 minutes. ,?SLA,ACCURATE,Aligns with CMDT and Spring '26 docs
1437,#redflag,"30.18 - Vendor shall, at COT?s discretion, provide appropriate access to enable the Commonwealth to perform additional security measures, such as decryption of the network traffic if required for insp",?We do not allow access to assets at the network tier for customers. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1438,#yellowflag,"Vendor shall provide an annual written, signed attestation that to the best of its knowledge, no data breach, hacking, or incidental divulging of Member Records has occurred and that no Member Record ",?I'm not sure if this is something we would sign. Partner would have to agree to this. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1439,#redflag,"Pg. 14 - ? Enables in-application document management and storage, including of 8 Criminal Offender Record Information (?CORI?) ",?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
1441,#redflag,"Pg. 23 - 5.1.2 Ability to meet all applicable state and federal data privacy and security requirements, including California Department of Justice requirements concerning CORI. ",?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
1442,#redflag,Background and security investigations of contractor?s staff may be required at the discretion of the County as a condition of beginning and continuing work under any resulting contract. The cost of b,?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
1444,#redflag, The proposed solution is expected to support an up-time availability of 99.99% ,?4 9s. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1445,#redflag,The System shall provide auditability functions that shall comply with FBI CJIS Security Policy version 5.8 or later. ,?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
1446,#redflag,The System shall remain compliant with the FBI CJIS Security Policy throughout the performance of this contract by applying changes and enhancements to the solution. ,?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
1447,#redflag,The Enterprise Architecture (EA) platform consists of eight core components hosted on a hyper converged infrastructure spanning two State-owned data centers in an active-active configuration. This hig,?Possible red flag here. Not sure what this requirement is regarding using their on-prem infrastructure and does the 99.99 carry over to the SaaS capability? ,ACCURATE,Aligns with CMDT and Spring '26 docs
1448,#redflag,Appendix N - ,?Background Check Requirements,ACCURATE,Aligns with CMDT and Spring '26 docs
